id,qid1,qid2,question1,question2,is_duplicate
343,687,688,Why do some Japanese guys try to look feminine? Don't the girls find it gross?,Why have most of the guys in India become so desperate? Don't they know that girls don't always look for relationships? Would it hurt guys to become our friend first?,0
344,689,690,What are the five most popular sugar daddy websites?,What is it like to date a cougar or a sugar daddy?,0
345,691,692,What is the VTU 1st sem exam time table of 2016 (Dec)?,How do I frame my time table for 4 months to crack Gate 2016?,0
351,703,704,Harvard College Courses: What is general shopping advice for Turkish classes?,Harvard College Courses: What is general shopping advice for Tamil classes?,0
352,705,706,How do I send message from one Android phone to another Android phone through bluetooth?,How do I transfer my contacts from one Android phone to another Android phone?,0
354,709,710,What universities does Sigma Designs recruit new grads from? What majors are they looking for?,What universities does Sigma-Aldrich recruit new grads from? What majors are they looking for?,0
355,711,712,Can we do an M.Phil in India after doing Masters in UK (MA in Psychology)?,I'm a masters student interested to work in Humanitarian sector. What are the skills required? I'm a medical doctor doing my masters in UK,0
356,713,714,What universities does Powell Industries recruit new grads from? What majors are they looking for?,What universities does Chart Industries recruit new grads from? What majors are they looking for?,0
357,715,716,What are some of the best movie posters you have come across?,What are the best & iconic movie posters?,0
358,717,718,What are some examples of deuteromycota and how are they formed?,Could all bitcoin mining be done by a single Raspberry Pi?,0
359,719,720,How racist is too racist?,How racist are you?,0
360,721,722,Are there any differences between however and nevertheless?,What's the difference between between and among?,0
361,723,724,Are Canada Geese really Canadian?,What do Canadians call Canada?,0
362,725,726,How do I find the zeros of the polynomial function [math]f(x)=\dfrac{1}{2}x^{3}-3x[/math]?,How would you find the zero of the function for [math]y=\frac{4x^2 - 36x}{ x-9}[/math]?,0
363,727,728,How do I edit my devices on my Google play account?,How do I add a second device to a Google Play account?,0
366,733,734,Who is more electable in a general Presidential election: Donald Trump or Ted Cruz?,Who is more delusional: Donald Trump or Ted Cruz?,0
367,735,736,Why do they name bastards Snow?,"If Jon Snow is not Ned's bastard, why does Lady Catelyn hate him so much?",0
369,739,740,Do Mexican girls like black guys?,Do girls like black guys with no beard?,0
370,741,742,Have you lived in a tiny house?,Would you live in a tiny house?,0
371,743,744,"What is a boy/girl called when he/she is 1-6 years old, 6-11years old, 11-14 years old, and 14-18 years old?",I am an 18 years old boy and I love a girl who's 14 years old. We both live Tamil Nadu. Is this a time to propose to her?,0
372,745,746,Can you debeak cockerels at 8 months old?,How much and with what should I feed my 3 months old raven?,0
374,749,750,How do we avoid whey in Yogurt?,Is bad breath a sign of a strong stomach?,0
375,751,752,"Im in love with my bisexual best friend who is also a guy and has a girlfriend, and I want to tell him. How do I move on?","I'm a girl and I'm in love my best friend (who is also a girl), what should I do?",0
376,753,754,What is the best university in Germany for an MS?,Which are the best universities in Germany for getting a degree in mechanical engineering?,0
378,757,758,Which car has good build quality in india?,Is Volkswagen a good reliable car?,0
379,759,760,Why does massaging one's temples soothe a migraine or headache?,What are the causes and most effective ways to treat or cure migraine headaches?,0
381,763,764,Why are my bestfriend still ignoring me?,What should I do when my bestfriend is ignoring me?,0
382,765,766,What are the sensors available in Acer Liquid Z630S Android Smart phone by using CPU-Z App?,Which useful Android phone apps are not available in the Google Play store?,0
384,769,770,What are the top assessment companies in India?,Which are the top firms in Skills assessment industry in India and Globally?,0
385,771,772,What does @ mean as an emoticon?,Emoticons: What does “:/” mean?,0
386,773,774,Is a pinkish discharge normal in early pregnancy? What causes it?,What did nicholas piramal do with 17500 cr?,0
387,775,776,What are the best ways to properly finger yourself?,What would be the best way of keeping yourself amused in a prison?,0
388,777,778,How do scientists work?,Where do scientists work?,0
389,779,780,How many sponsored candidates are shortlisted for CMC vellore?,"What is the office culture and woking at Patanjali office, haridwar?",0
391,783,784,What is the condition of tourism in Pakistan?,Preferable PG courses for BE (EEE) student in Tamil Nadu?,0
392,785,786,What is the different between offshore and onshore funds?,What is the difference between offshore and onshore?,0
396,793,794,A title for my continuation to The Gift of the Magi?,How do I start my continuation for the Gift of the Magi?,0
398,797,798,I argued with my gf that she made friends with the person that hit on her. She said I'm a control freak and she wants her freedom. What should I do?,I'm a girl in middle school. My best friends are all girls. I've found out that I'm bisexual. How do I tell my best friend who's a girl without her freaking out and it changing our whole friendship?,0
401,803,804,Why do dreams look so real?,"If you dream about some kind of harm, will there be injuries in real life?",0
406,813,814,"What are the signs that a guy has feelings for you or has a crush on you, but doesn't want to show it, so he hides it?",The guy I'm dating never texts me and I feel like he doesn't care about me but when I see him he shows me he likes me and wants me. Why do I feel this way?,0
407,815,816,"According to the International Federation of Robotics, how many robots existed in 2012?",What type of belt can be used to lift 200 Kg continuously?,0
408,817,818,"Why is Oberon mad at Titania in ""A Midsummer Night's Dream""?","Why does Oberon punish Titania in ""A Midsummer Night's Dream""?",0
411,823,824,Is it right to tell a girl the you have feelings for her?,What are some cool facts about Facebook?,0
413,827,828,"Is it true that in order to be part of an elite or just rich and successful, you have to join a secret organisation otherwise no chance at all?",What is the syllabus for ICSE 2017 geography map?,0
414,829,830,Which is more financially beneficial: being in a firm or teaching in an architecture college?,"Why might career training programs be more beneficial than a college degree, if at all, to aspiring entrepreneurs and tycoons?",0
416,833,834,Why is sandeep maheshwari not on Quora?,Who is Sandeep Maheshwari?,0
417,835,836,What is the biggest monster in Monster Hunter?,Is there a Monster Hunter PC game?,0
418,837,838,How can I convince people to stop blaspheming against the Holy Spirit?,Does it matter from which college you do your graduation (BCom) from for admission into a top Indian B-School even If I score high(99%+)?,0
419,839,840,Why can't I stop watching porn?,Why should / shouldn't I watch porn?,0
420,841,842,How can I start trusting any one?,How can one learn to trust again?,0
423,847,848,"Which car services are available in Normal, IL? How good are they compared to taxis and relative to each other?",Which car services are available in Atlanta? How good are they compared to taxis and relative to each other?,0
424,849,850,Why can’t charged molecules pass through the lipid cell membrane?,Why can't sodium channels pass through potassium channels?,0
425,851,852,How does it feel to be a spouse of a renowned porn star?,How can I get rid of the feeling that my spouse is cheating on me?,0
426,853,854,What is the best hostel booking affiliate program?,Which is the best non AC girls hostel in Srm?,0
427,855,856,"How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to those in Queens?","How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to other tourist attractions?",0
429,859,860,How do I make free calls to family members on Airtel Andhra Pradesh?,How do I get Facebook badge notifications on HTC 10?,0
433,867,868,How did early Europeans get protein before the Columbian Exchange?,How did they say breakfast in Portuguese before coffee was introduced to Europeans & the Portuguese language?,0
434,869,870,What is the best forum for graphic designers?,Who is the best graphic designer in israel?,0
435,871,872,Is Alex Jones a satirical show?,How is The Canterbury Tales a satire?,0
436,873,874,Should I learn AngularJS 1.5 instead of AngularJS 2 if I don't know TypeScript?,Which should I start with: Angular 2 or AngularJS 1?,0
437,875,876,Why can't we fall asleep on some days?,Why do we fall asleep?,0
438,877,878,Which Marvel movies have not included Stan Lee cameos?,What is your favourite Stan Lee cameo in a Marvel film?,0
440,881,882,What does the 10/6 label on the Mad Hatter's hat mean?,How do you find a figure labeled this way in a textbook?,0
441,883,884,Who wrote the Kars for Kids jingle?,I am a freelance musician. How can I get into the jingle industry?,0
444,889,890,How do you answer a question on Quora?,What is the best thing you've ever learned on Quora?,0
447,895,896,What are natural numbers?,What is a least natural number?,0
448,897,898,Is One Plus 3T 4G VoLTE enabled phone?,Which phone to buy Moto m or one plus 3t?,0
449,899,900,How do I enter a new email ID which I can access to recover my Facebook ID?,I lost all my ID. I am adopted and can't access my original birth certificate. How do I replace my ID without even a birth certificate?,0
452,905,906,What are the factors that causes data inconsistency in distributed platform/application?,What are the main data platform?,0
453,907,908,What are the differences between POCSO and sexual offenses in the IPC?,Do we need the IPC section 375?,0
454,909,910,"What is an alternative for the word ""is""?",What is the alternative word for creative?,0
455,911,912,What is considered an illegal screen in the NBA?,Shaquille O'Neal considers Tim Duncan a power forward therefore disqualifying Duncan from the NBA great big men discussion. Does O'Neal have a point?,0
456,913,914,Nothing excites me anymore. How do I regain that excitement?,Why do I feel like I'm excited about something when I have nothing to be excited about?,0
463,927,928,"What does the phrase ""He who does not love abides in death"" exactly mean?","What does the phrase ""love begets love"" mean?",0
465,931,932,Can you get high if someone touches weed and then you shake their hand and then you eat something with that same hand?,"If someone grabs you by your shirt with both their hands and tells you to shut up, is that assault and can you call the police?",0
466,933,934,Considering the current trend of information technology what is the future of print media?,What is this model's name? I see her everywhere.,0
467,935,936,What is the best recipe for chicken pizza?,What are some good pizza recipes?,0
469,939,940,Do new table tennis balls damage rubbers?,How do you unlock a car with a tennis ball?,0
470,941,942,My new Xbox one S can't connect to internet during setup. Any solutions?,Can I withdraw my money from any branch of particular bank .my bank is bank of Baroda I have no Atm card and cheque book?,0
471,943,944,Is it wrong for me to be content with my life?,What is a cover story?,0
472,945,946,Is gravity only a theory?,"According to the M-theory, there are 11 dimensions. Why are only 5 dimensions in regards to gravity addressed in Interstellar?",0
473,947,948,How could I become a fighter pilot when I have less than the required eyesight?,I have terrible eyesight. Can I still become a fighter pilot in the Air Force?,0
474,949,950,Operation executive salary in Infosys?,"How do I do the Wake Back To Bed lucid dreaming technique when I think I have restless leg syndrome (regardless, my legs hurt at night.)?",0
475,951,952,Have cavemen been scientifically tested?,Have mythical creatures been scientifically tested?,0
477,955,956,How should ask my crush for her number?,What should I ask my crush?,0
478,957,958,Why do I believe that gravitation force exist?,Does gravitational force exists in all planets?,0
480,961,962,Can Congress stop Presidents from starting a major war?,What's a good source to purchase Attorneys eMail addresses? Thanks,0
481,963,964,Is it safe to lose 25 pounds in 1 month?,Is it healthy to lose 13 pounds in a month?,0
482,965,966,What are some cute shounen ai series?,When will the Pokémon series end?,0
485,971,972,Who owns nature?,Who owns Natural Factors?,0
486,973,974,How can I install OBB/data file on an Android?,I want to install EXE extension files in Android mobile. Is it possible?,0
487,975,976,What is garbage value? And Why do we get garbage value in c?,What is garbage value in c?,0
490,981,982,Is noon 12 am or 12 pm?,Is it good to do gym at morning and swimming at noon?,0
492,985,986,Is chocolate milk good for you?,Why is unrefrigerated milk good for you?,0
494,989,990,Which country is best for higher education and work?,Which is the best country for higher education after USA and UK?,0
495,991,992,What is the painting on this image?,What is this painting?,0
496,993,994,Which are the major highways in California and how are they compared to the major highways in Tennessee?,Which are the major highways in California and how are they compared to the major highways in Texas?,0
497,995,996,What's beyond our Universe?,"If space is expanding, where does the new space come from?",0
498,997,998,Is growing of hair a physical or a chemical change?,Can a bald person ever grow their hair back?,0
499,999,1000,What is the difference between culture and history?,How is chili different between cultures?,0
500,1001,1002,What does it mean when a guy says I like you?,"What does it mean when a guy says ""Be safe""?",0
502,1005,1006,What will most likely cause World War III?,Is World War III imminent?,0
504,1009,1010,Which European country is the best for asylum seekers?,What are the best countries for whistleblowers to seek asylum?,0
509,1019,1020,How does it feel to retake a class in college?,Does retaking subjects in college affect future job prospects?,0
510,1021,1022,Does Google Display Network require any site to have it SEO (on-page and off-page optimized) first before they can proceed with GDN? Is this possible?,How can I get my name off the first page on Google search?,0
511,1023,1024,"How hard is it to fake appearing ""spiritual"" in a Christian community?",Why did the Battle of Agincourt happen? How does it compare to the Battle of Edge Hill?,0
512,1025,1026,What is an actinomorphic flower?,Flowers: What is vaijanti?,0
514,1029,1030,Do people with anemia die younger?,Does anemia increase irritability?,0
516,1033,1034,Does covering your head while sleeping cause brain damage?,Does binge drinking cause long term brain damage?,0
519,1039,1040,I am 29Y old. I have diabetic Type 2. Recently my sugar level was increased to 150 (fasting). I do exercise and eat whole grains. why this happening?,Where can I find the best Security Cameras?,0
521,1043,1044,What words rank the highest on Dictionary.com's difficulty index?,Can Hindi words get a place in the Oxford dictionary?,0
522,1045,1046,Why can't I feel remorse or empathy at all?,Why do I not feel remorse?,0
523,1047,1048,How many minutes of cardio a day should I do?,How many minutes of yoga can be done in a day?,0
524,1049,1050,Why is my dog biting me?,Why did my dog bite me?,0
525,1051,1052,How can I treat a severe foot sprain?,How can I get a severe foot sprain?,0
526,1053,1054,How can a severe crick in the neck be treated?,What are some symptoms of a severe crick in the neck?,0
528,1057,1058,"Who do I activate the dlc of skyrim in a laptop? Ive got it working on my computer after doing the command lines, but did the same on laptop, to no use..",I'm tired of the laptops Ive bought getting old and slow after 2ish years. Do desktops degrade as quickly? Will getting a solid state drive laptop/desktop help increase its longevity?,0
529,1059,1060,How should I prepare for HSBC GLT placement tests?,"Which company should I choose, HSBC (GLT) or Cybage Software?",0
530,1061,1062,Did any Indian writers/authors ever use a pen name?,"How badly did Donald Trump miscalculate his run would have on his ""brand"" value?",0
531,1063,1064,How do I register institute providing training in various programming languages for vocational courses as it will exempt it from the service tax?,How much marks should I score in SSC cpo to get Delhi police?,0
537,1075,1076,What is the problem with controlled fusion?,Why haven't we developed a fusion reactor capable of generating more energy than it consumes? What are the problems we face?,0
539,1079,1080,"I want to start my clothes boutique in India, from where can I buy cheap wholesale clothes?",Where can I buy cheap clothes in bulk?,0
541,1083,1084,Is it necessary to unlock bootloader before rooting Android phones?,How ClockWorkMod works for phones NOT having bootloader unlocked?,0
542,1085,1086,What is bss engineer?,Is it right option from being Android Developer to become Translator after 3 years in software development field?,0
543,1087,1088,Why do I get punished by Quora moderators when I put Israel and Judaism in a negative light?,How do I excel in computer sciece & programing without wasting four years in CS degree in Indian engineering college?,0
545,1091,1092,What does it feel like to be beautiful?,What does it feel like to be attractive and desired by many?,0
546,1093,1094,Is it possible to do CA after 12th Science?,What should be done further to apply for Ph.D fellowship from a government institution if I have cleared TIFR GS 2016 written test?,0
548,1097,1098,What is it like to study math at UCLA?,Could USC buy UCLA?,0
550,1101,1102,What are some Interesting mobile apps?,What are the best mobile apps for recruiters?,0
552,1105,1106,What are the various Batman movies in the series? (In order),What is the order of the Batman: Arkham games?,0
554,1109,1110,How much weight will I lose by not eating for a week?,How much weight do I lose by purging after every time I eat?,0
556,1113,1114,How do ATM machines work internally?,How does ATM transaction work?,0
559,1119,1120,What are most underrated date activities?,What is the most underrated activity?,0
560,1121,1122,What are some common facts every mechanical engineer should know?,What should all mechanical engineering students know?,0
562,1125,1126,"Why is Quora Digest filled with questions about Google, IQ, and China?",Why are there so many questions about IQ questions on Quora?,0
563,1127,1128,How would you destroy the world?,How can I destroy the world?,0
565,1131,1132,What are the differences between particles and molecules?,How can I entirely turn off syntax highlighting in Sublime Text for Golang?,0
566,1133,1134,"On Facebook, how can I add mutual friends?",Can I see an ordered list of the people with whom I share the most mutual friends on Facebook?,0
567,1135,1136,"What is Russian president Vladmir Putin like as a person, to his closest friends and family?","When did Putin become a public person, and what was his ""rise to fame"" like?",0
568,1137,1138,How do I start writing again?,How do I start writing?,0
570,1141,1142,How does it feel to be in a relationship than being single and how does our life changes when we are in a relationship?,Why do I want to stay single all my life after my breakup? Why do I feel like I am done with this serious relationship thing?,0
572,1145,1146,What are the non-invasive blood glucose monitoring systems abroad?,What are the non-invasive blood glucose monitoring systems in India?,0
574,1149,1150,"What does ""the more things change the more they stay the same"" mean?",Why do some people believe that life ends at death?,0
575,1151,1152,How do I start a solar energy business in egypt?,How do I start solar energy business?,0
576,1153,1154,"Can my PC with specs 2 GB DDR2@ RAM, Intel Core Duo 3.5 GHz, NVidia GeForce GT 610 3gb DDR3 run Assassin's Creed Syndicate and GTA V?",Does web Methods has future after 5 to 10 years from now?,0
578,1157,1158,How do I manage time for studies?,How do you manage time between work and study?,0
579,1159,1160,What is the academic calendar at XLRI?,Is it possible to give usmele step 1 after 8 years of gap?,0
581,1163,1164,Why do you want to be to president?,Would you want to be President?,0
582,1165,1166,Why India does not have friendly relations with it's neighbouring countries?,How are India's relations with the U.S.A.?,0
585,1171,1172,Can you play Asian Playstation 4 games on a European Playstation?,Can you play Asian Playstation 4 games on a European Playstation 4?,0
587,1175,1176,"Why did British engineering and manufacturing skills decline so dramatically in the 60s, 70s and 80s, especially when compared with Germany's?","Why did the UK have bad living standards in the 70s/80s, but better now?",0
588,1177,1178,How do I work with machine learning researchers after graduation?,How can undergraduate help with machine learning research?,0
589,1179,1180,What is the future for iOS Developers?,"As of 2015, what is the future of iOS development?",0
591,1183,1184,How do I be a boyfriend?,How does a girl get a boyfriend?,0
596,1193,1194,Can we weld steel and aluminum together?,Why can't steel and aluminum be welded together?,0
597,1195,1196,Which YouTube video has the highest like/dislike ratio?,How is it possible for a YouTube video to have more likes/dislikes than views?,0
598,1197,1198,What is solution to Kashmir issue?,Is it possible for the Sharif government to resolve the conflicts in Kashmir?,0
599,1199,1200,"If you dug a hole through the earth, and came out the other side what would happen?",If I dug a huge hole in the ground in a straight line what would happen when I reach the opposite side of the Earth? Would my head or my feet come out first?,0
601,1203,1204,What should I do for Web design?,What Is Web Design?,0
603,1207,1208,How do I find the phenotypic ratio?,What is a phenotype ratio?,0
604,1209,1210,Why does Saturn benefit a house it sits in slowly?,Why does time seem to pass so slowly when you are in a boring lecture?,0
605,1211,1212,Who is the most academically qualified Bollywood celebrity?,Which bollywood celebrity has his/her own jet?,0
606,1213,1214,"Is there a difference in quality between wired and wireless headphones? If so, why?",What are the differences between having BOSE headphones in the ear and around the ear?,0
610,1221,1222,You have given all statement as correct in UNCCD question in CSE prelim 2016. While many coachings have taken 2nd statement as wrong.?,Have you ever been told any condescending statement by your elders to prove their point in question ?,0
611,1223,1224,What would be today’s technology had we never realized the value of binary numbers and harnessed it to produce digital technology?,Would the world be less technologically advanced if the two world wars had never occurred?,0
612,1225,1226,What is the best way to invest in oil and natural gas?,What is the minimum investment If I want to buy oil and gas royalties?,0
613,1227,1228,Is Arnab Goswami pro-BJP?,Are Quorans supportive of Modi?,0
614,1229,1230,What are some good sources for learning NuGet?,What is a good source to learn mathematica?,0
615,1231,1232,How would do you describe a person with lots of interests?,What are some examples of how to describe a person in a positive light?,0
616,1233,1234,Is it possible to turn off indicator light on a dahua camera?,What happens when you fly into a country but they refuse you entry?,0
621,1243,1244,What are some unusual aspects about politics and government in Hungary?,What are some unusual aspects about politics and government in Singapore?,0
622,1245,1246,What is the aim?,What is the aim of science?,0
623,1247,1248,How should I respond to my boss who fired me via email?,Is it okay to fire someone via email?,0
624,1249,1250,What are cheap and budget stay options in North Goa?,What are some nice budget places to stay in Goa?,0
627,1255,1256,"What is the opposite of ""homebird""?",What is the opposite of take off?,0
628,1257,1258,How do you know that your fiance loves you?,What are the things that you love the most about your fiance?,0
629,1259,1260,Can somebody explain to me how to do this problem with steps?,Can somebody explain to me how to do with steps this little problem?,0
631,1263,1264,Mathematical Fallacies: What is wrong in this proof that 2+2 = 5?,How would mathematics change had 2 plus 2 been equal to 5?,0
632,1265,1266,Will it help CIBIL score if I pay off my written-off amount?,Does my CIBIL score gets impacted if I only pay the minimum due amount?,0
633,1267,1268,Should the Hobbit be considered a canonical Tolkien work?,"What is the proper, canonical spelling of Middle-earth in Tolkien's works?",0
634,1269,1270,What do Japanese think about Malaysian?,What do Malaysians think about indians?,0
635,1271,1272,Is the Har Ki Dun trek easy?,Can I take 10 month baby to base camp of Har ki dun trek?,0
638,1277,1278,"If the United States has a female president, will her husband be called the first gentleman? What will Bill Clinton be called if Hillary is elected?","If a single woman were elected President of the United States, would she have a First Lady or First Gentleman?",0
639,1279,1280,How can I get MOOC/E-learning through online web and video courses related to filmmaking & production developed by Indian professors?,How can I get MOOCs/E-learning through online web and video courses related to photography developed by Indian professors?,0
640,1281,1282,Mobile Number Portability finally will start on May 3. Do network providers really agree to this?,"Mobile number portability finally will start on May 3rd, including changing circles. Have network providers really agreed to this?",0
642,1285,1286,Do you believe imperialism left a positive or negative legacy in the Indian subcontinent and in Africa?,Stepping into corporate life from being a student. How does that feel?,0
643,1287,1288,Why is C the best programming language?,"Lua and C, which one is the best programming language for embedded systems?",0
645,1291,1292,How can I have gay sex?,How can I be gay and dislike gay sex?,0
646,1293,1294,I'm transferring to a school with a US curriculum (taking the IBDP) from a Philippine school w/ a percent average grading system. How do I get my GPA?,"I am in tenth grade at a high school in Ontario, Canada. I would really love to do an exchange with a student from Europe. Any ideas on how I can go about doing this?",0
649,1299,1300,"Which option is better to reduce weight, swimming or gym?","Is it possible to burn 1000 calories each day? If yes, how?",0
651,1303,1304,Which payment gateway in Saudi that using to collect and pay money from/to multiple ?,"Which are all the stress free, relatively easy to get jobs in India that pay a decent sum of money and allow you to pursue other interests?",0
653,1307,1308,Is (male) circumcision required in Islam?,Is circumcision allowed in Islam?,0
655,1311,1312,How can I find out whom I sent a friend request to on Instagram?,How do you send a friend request on Instagram?,0
657,1315,1316,What are genders?,What is Gender Profiling?,0
659,1319,1320,How long can raw and cooked sausage last refrigerated?,How long does onigiri last if left refrigerated? How can it be kept longer?,0
662,1325,1326,Can we switch roles at Amazon?,How important is the role of TPM at Amazon?,0
666,1333,1334,Why hasn't Gayle Laakmann McDowell/careercup created a MOOC or a coding bootcamp?,"Is Gayle Laakmann McDowell planning on publishing any more books? If so, what is she working on?",0
667,1335,1336,What is fermentation? What are some products of fermentation?,What are some fermented products?,0
668,1337,1338,"What do you think about my short film, ""ColorShift""?",What do you think about my short film?,0
669,1339,1340,Should there be a war between India and Pakistan for Kashmir?,Why is there a conflict between India and Pakistan on Kashmir?,0
670,1341,1342,What is the best way to get you food stamp card?,How can I get food stamps in college?,0
671,1343,1344,"What are some real world example of encapsulation and abstraction and how are they different, yet related?",What are some examples of recursion in the real world?,0
672,1345,1346,What are ways to deal with fabricate security and insurance of android application?,How do find best applications for android security?,0
673,1347,1348,What is the best accordion for beginners to learn on?,How difficult would it be to learn how to play the accordion if I know how to play the piano?,0
674,1349,1350,Role of junior leaders in Indian army?,What is the role of the Indian army?,0
677,1355,1356,"If both the parents have blood group B+, can the child have A+?",If both my parents have blood group B+ can I be A+?,0
679,1359,1360,What is the essence of enlightenment?,What is enlightenment?,0
681,1363,1364,How should I answer if an interviewer asks me to sell a pen or any other product as I am pursuing a MBA?,What should be the answer if your interviewer asks you to sell his pen in front of him?,0
682,1365,1366,What are some great side dishes for a minestrone soup?,"68.44% of product passes the process spec.To pass, the product must be close to average. How many standard deviations away does 68.44% represent?",0
683,1367,1368,How much is the maximum gold you can take when flying from India to USA?,Why don't we fly east to go from India to USA?,0
684,1369,1370,"If my reservation status is RAC, does it mean the seat has been confirmed?","My family tickets have changed from RAC to CNF (Confirmed), will all of us have adjacent seats? After preparation of charts?",0
685,1371,1372,How does a new website protect its design and user interface from copycats?,What is a way to design a beautiful user interface?,0
686,1373,1374,How can I improve my skills?,How do I improve my learning skills?,0
687,1375,1376,Is it possible to use SPI between AVR and Raspberry pi?,What are the uses of Raspberry Pi and Intel Galileo?,0
690,1381,1382,What are some of the best photos?,What is a good photo?,0
691,1383,1384,Why students run away from home?,Why do people run away from home?,0
692,1385,1386,"In C++, what are access modifiers?",What are access modifiers in Java?,0
693,1387,1388,"Can you analyze history, or is it unscientific?","Can poetry be learned? Or is it a “you have it or not"" sort of thing?",0
694,1389,1390,What are some interesting theories about life after death?,What is the truth about life after death since there are some unconfirmed examples?,0
695,1391,1392,Do I need to get a tetanus shot again?,Do I need to get a tetanus shot?,0
697,1395,1396,What does it mean to hike up your skirt?,What are some cute ways to cut up a skirt?,0
698,1397,1398,How many new cars are sold by Maserati in the US each year?,Has Lotus actually sold any cars in the US over the last 10 year?,0
701,1403,1404,What is the difference between a turkey and a chicken?,"Why does turkey have darker, more flavorful dark meat than chicken?",0
703,1407,1408,What is the difference between IT and computer science engineering?,What are the differences between computer science and computer engineering?,0
706,1413,1414,Why we don't feel sympathy towards everyone?,Why don't I feel like talking to anyone?,0
708,1417,1418,What is the best site for downloading Kannada films in torrent form?,What's a good torrent site to download games from?,0
709,1419,1420,What are some of the most gruesome causes of death?,What causes death by hanging?,0
710,1421,1422,What is latency in telecom?,How does WiFi latency compare to Wired Ethernet?,0
711,1423,1424,Is senior residency at Hindu Rao Hospital teaching experience?,I am studying BS Computer science. I am in 7th semester and can't pass the basic programming course. Wasted alot money?,0
712,1425,1426,What behavioral adaptations do pandas have?,What behavioral adaptations do red pandas have?,0
714,1429,1430,What is the fastest production car?,What is the world's fastest street legal car?,0
715,1431,1432,How magnets are made?,What are magnets made of?,0
716,1433,1434,What's the street value of A332?,What is true value?,0
717,1435,1436,What are the qualifications for being an FBI or CIA agent?,What does it take to become an FBI agent?,0
718,1437,1438,What is the best operating system for the PC in 2014?,What is the best operating system for PC?,0
719,1439,1440,Why are major Indian TV channels absent in northeast?,How many TV channels are there in the world?,0
720,1441,1442,Hypothetical scenario: Our actual credit card system & banking never existed before. How would you implement a digital currency on the Internet today?,What are some inventions from the Neolithic Age?,0
723,1447,1448,What are the best horror novel in 2016?,What are some of the best horror novels of 2014?,0
724,1449,1450,What is the most beautiful thing that you have ever seen?,What is the most beautiful thing ever built?,0
725,1451,1452,What are the most important things for living a good life?,Why should I live?,0
730,1461,1462,Is there a different price over the Internet than in person when trying to book a room in Mexico City from the US?,Why is Mexico City dangerous?,0
731,1463,1464,Why did Venuetastic fail?,How much does it cost to book a good wedding venue?,0
732,1465,1466,"Which were some of the most amazing responses you have got with Cortana, Siri or Amazon Echo?",What are some of the most amazing concepts given by theoretical physicists which cannot be proved in reality or are too advanced to prove with available resources/technologies?,0
733,1467,1468,What is most important in life - money or values?,What is more important money or respect?,0
736,1473,1474,What are the multiple uses of hollow columns?,What is the standard size of a column for building?,0
737,1475,1476,Which are some commonly mispronounced words?,What are some of the most commonly mispronounced English words?,0
738,1477,1478,Why is it that every teen girl has a crush on her mathematics teacher? Is it the intelligence or their behavior?,Do girls get crushes on their male teachers?,0
740,1481,1482,Where can I buy best quality commercial innerspring sofa bed in Chatswood West?,Where can I get quality services for cleaning paint and paint removal in Chatswood?,0
741,1483,1484,"If you screenshot someone's Instagram video, will they get notified that you screenshotted it?",If I screenshot someone's live video on Instagram do they get notified?,0
743,1487,1488,What sentences use all 26 letters without any repeats?,"Pangrams: In English, using all the letters of the alphabet exactly once, and picking one dictionary, can you make a sentence, or any set of common English words?",0
744,1489,1490,What is the effect of hypodensity of white matter in parietal lobe of brain?,How do I increase grey matter in the brain?,0
745,1491,1492,What is your job and your salary? Are you satisfied with your current job?,My IQ is currently 83. Can I get a high paying job or ever get a six figure salary job?,0
747,1495,1496,What is the opera song with a choir used for horror movies?,"What are an opera choir's rights? Do we get paid for rehearsals? Are we entitled to catering throughout rehearsals, etc. (part of an opera company)?",0
748,1497,1498,Would a woman in the Catholic Church be shunned or ostracized for having a sexual relationship with a priest?,What would happen if a woman sued the Catholic Church for not allowing them to become a priest?,0
749,1499,1500,"If a Canadian gets a tattoo in America, do they have to declare the cost when returning to Canada?",I'm a Canadian PR that just finished studying in the US. I got offered an H1-B. Should I take the offer or return to Canada?,0
751,1503,1504,Why has there been a scarcity of high quality fantasy films?,Briefly describe how you would test a mineral for each of these properties?,0
753,1507,1508,What do think of when you hear the word elect?,"What do you think when you hear the word, ""Japan""?",0
754,1509,1510,Which is the best programming language to learn in 2017?,How should you start learning programming?,0
756,1513,1514,How can I calculate 72 hours from now?,How do I calculate a semester percentage from SGPA in ITER?,0
757,1515,1516,How hard was it for Jimmy Wales to immigrate to the UK?,Why does Jimmy Wales choose to reside in London instead of the US?,0
758,1517,1518,Cochin to London etihad is the change over time of 1hr sufficient in Dubai?,What is difference between China and the United States to send gifts?,0
759,1519,1520,What is Quora's algorithm for sorting answers to a single question?,How does the ranking of answers on Quora work?,0
762,1525,1526,Jawed habib haircut prices?,DO YOU THINK IF MY TREE FALLS ON YOUR PROPERTY IT SHOULD BE MYINE OR YOUR RESPONSABILITY?,0
763,1527,1528,Does any one have ebook of answers of wren and Martin grammer and composition?,Why did barvaria join Germany?,0
764,1529,1530,What is [math]x[/math] if [math]x+\left(\dfrac{1}{x}\right) =0[/math]?,What is [math]\mathop {\lim}\limits_{x \to 0^+}\frac{1}{x}^\frac{-x}{x+1}[/math]?,0
